	go	ontology	name	genes	transcripts	proteins	total	total_CPM
676	GO:1903298	biological_process	negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway	62	69	48	69	252
677	GO:0090084	biological_process	negative regulation of inclusion body assembly	62	70	44	70	256
678	GO:0045886	biological_process	negative regulation of synaptic growth at neuromuscular junction	62	68	49	68	249
679	GO:0014032	biological_process	neural crest cell development	62	64	44	64	234
680	GO:0015780	biological_process	nucleotide-sugar transmembrane transport	62	98	81	98	358
681	GO:0008171	molecular_function	O-methyltransferase activity	62	72	56	72	263
682	GO:0000750	biological_process	pheromone-dependent signal transduction involved in conjugation with cellular fusion	62	71	42	71	260
683	GO:0070273	molecular_function	phosphatidylinositol-4-phosphate binding	62	66	47	66	241
684	GO:0046930	cellular_component	pore complex	62	82	60	82	300
685	GO:0010811	biological_process	positive regulation of cell-substrate adhesion	62	71	47	71	260
686	GO:0070678	molecular_function	preprotein binding	62	73	49	73	267
687	GO:0031641	biological_process	regulation of myelination	62	63	36	63	230
688	GO:0016079	biological_process	synaptic vesicle exocytosis	62	67	46	67	245
689	GO:0047456	molecular_function	2-methylisocitrate dehydratase activity	61	132	58	132	483
690	GO:0000032	biological_process	cell wall mannoprotein biosynthetic process	61	64	43	64	234
691	GO:0071225	biological_process	cellular response to muramyl dipeptide	61	65	54	65	238
692	GO:0060830	biological_process	ciliary receptor clustering involved in smoothened signaling pathway	61	80	53	80	293
693	GO:0035615	molecular_function	clathrin adaptor activity	61	76	52	76	278
694	GO:0042843	biological_process	D-xylose catabolic process	61	66	39	66	241
695	GO:0000480	biological_process	endonucleolytic cleavage in 5-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	61	67	43	67	245
3112	GO:0007276	biological_process	gamete generation	61	66	37	66	241
3113	GO:0042438	biological_process	melanin biosynthetic process	61	78	62	78	285
3114	GO:0005849	cellular_component	mRNA cleavage factor complex	61	70	48	70	256
3115	GO:2000480	biological_process	negative regulation of cAMP-dependent protein kinase activity	61	78	59	78	285
3116	GO:0008113	molecular_function	peptide-methionine (S)-S-oxide reductase activity	61	72	34	72	263
3117	GO:0004617	molecular_function	phosphoglycerate dehydrogenase activity	61	76	45	76	278
3118	GO:0050679	biological_process	positive regulation of epithelial cell proliferation	61	73	59	73	267
3119	GO:0032481	biological_process	positive regulation of type I interferon production	61	68	54	68	249
3120	GO:0097157	molecular_function	pre-mRNA intronic binding	61	92	52	92	336
3121	GO:0045036	biological_process	protein targeting to chloroplast	61	72	52	72	263
3122	GO:0046689	biological_process	response to mercury ion	61	65	35	65	238
3123	GO:0097056	biological_process	selenocysteinyl-tRNA(Sec) biosynthetic process	61	65	28	65	238
3124	GO:0019953	biological_process	sexual reproduction	61	67	31	67	245
3125	GO:0000819	biological_process	sister chromatid segregation	61	76	46	76	278
3126	GO:0043588	biological_process	skin development	61	69	44	69	252
3127	GO:0035176	biological_process	social behavior	61	73	49	73	267
3128	GO:0043083	cellular_component	synaptic cleft	61	78	64	78	285
3129	GO:0009041	molecular_function	uridylate kinase activity	61	74	51	74	271
3130	GO:0016050	biological_process	vesicle organization	61	84	54	84	307
3131	GO:0018812	molecular_function	3-hydroxyacyl-CoA dehydratase activity	60	103	56	103	377
3132	GO:0008253	molecular_function	5-nucleotidase activity	60	68	50	68	249
696	GO:0016831	molecular_function	carboxy-lyase activity	60	62	33	62	227
697	GO:1990253	biological_process	cellular response to leucine starvation	60	67	41	67	245
698	GO:0051298	biological_process	centrosome duplication	60	70	52	70	256
699	GO:0097361	cellular_component	CIA complex	60	70	52	70	256
700	GO:0006977	biological_process	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	60	67	52	67	245
701	GO:0008210	biological_process	estrogen metabolic process	60	72	52	72	263
702	GO:0007588	biological_process	excretion	60	70	41	70	256
703	GO:0046847	biological_process	filopodium assembly	60	69	51	69	252
704	GO:0052861	molecular_function	glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group	60	81	61	81	296
705	GO:0005355	molecular_function	glucose transmembrane transporter activity	60	66	50	66	241
706	GO:0035329	biological_process	hippo signaling	60	68	42	68	249
707	GO:0021670	biological_process	lateral ventricle development	60	71	39	71	260
708	GO:1990439	molecular_function	MAP kinase serine/threonine phosphatase activity	60	68	45	68	249
709	GO:0010587	biological_process	miRNA catabolic process	60	71	53	71	260
710	GO:0017196	biological_process	N-terminal peptidyl-methionine acetylation	60	71	53	71	260
711	GO:0008242	molecular_function	omega peptidase activity	60	67	40	67	245
712	GO:0005186	molecular_function	pheromone activity	60	66	49	66	241
713	GO:0071051	biological_process	polyadenylation-dependent snoRNA 3-end processing	60	67	47	67	245
3164	GO:1903955	biological_process	positive regulation of protein targeting to mitochondrion	60	61	45	61	223
3165	GO:1900026	biological_process	positive regulation of substrate adhesion-dependent cell spreading	60	62	41	62	227
3166	GO:0006622	biological_process	protein targeting to lysosome	60	69	43	69	252
3167	GO:0007124	biological_process	pseudohyphal growth	60	62	23	62	227
3168	GO:0008615	biological_process	pyridoxine biosynthetic process	60	70	42	70	256
3169	GO:0030516	biological_process	regulation of axon extension	60	67	53	67	245
3170	GO:0001302	biological_process	replicative cell aging	60	64	39	64	234
3171	GO:0071076	biological_process	RNA 3 uridylation	60	80	70	80	293
714	GO:0050265	molecular_function	RNA uridylyltransferase activity	60	81	66	81	296
715	GO:0007051	biological_process	spindle organization	60	63	39	63	230
716	GO:0007021	biological_process	tubulin complex assembly	60	65	39	65	238
717	GO:0009115	biological_process	xanthine catabolic process	60	67	47	67	245
718	GO:0019829	molecular_function	ATPase-coupled cation transmembrane transporter activity	59	78	67	78	285
719	GO:0043053	biological_process	dauer entry	59	63	24	63	230
720	GO:0004857	molecular_function	enzyme inhibitor activity	59	62	41	62	227
721	GO:0000930	cellular_component	gamma-tubulin complex	59	69	53	69	252
722	GO:0046527	molecular_function	glucosyltransferase activity	59	59	47	59	216
723	GO:0016595	molecular_function	glutamate binding	59	74	55	74	271
724	GO:0043981	biological_process	histone H4-K5 acetylation	59	60	49	60	219
725	GO:0016811	molecular_function	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	59	64	46	64	234
726	GO:1901143	biological_process	insulin catabolic process	59	70	51	70	256
727	GO:0030285	cellular_component	integral component of synaptic vesicle membrane	59	67	54	67	245
728	GO:1902042	biological_process	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	59	66	49	66	241
729	GO:0045717	biological_process	negative regulation of fatty acid biosynthetic process	59	66	49	66	241
730	GO:0010529	biological_process	negative regulation of transposition	59	66	42	66	241
731	GO:0007424	biological_process	open tracheal system development	59	60	39	60	219
732	GO:0032010	cellular_component	phagolysosome	59	81	42	81	296
733	GO:2000767	biological_process	positive regulation of cytoplasmic translation	59	68	37	68	249
734	GO:2000234	biological_process	positive regulation of rRNA processing	59	66	45	66	241
735	GO:2000024	biological_process	regulation of leaf development	59	66	47	66	241
736	GO:0048167	biological_process	regulation of synaptic plasticity	59	69	52	69	252
737	GO:0045273	cellular_component	respiratory chain complex II	59	95	54	95	347
738	GO:0043691	biological_process	reverse cholesterol transport	59	67	49	67	245
739	GO:0004792	molecular_function	thiosulfate sulfurtransferase activity	59	60	34	60	219
740	GO:0072669	cellular_component	tRNA-splicing ligase complex	59	81	69	81	296
741	GO:0140036	molecular_function	ubiquitin-dependent protein binding	59	68	48	68	249
742	GO:0006015	biological_process	5-phosphoribose 1-diphosphate biosynthetic process	58	72	52	72	263
743	GO:0047631	molecular_function	ADP-ribose diphosphatase activity	58	69	52	69	252
744	GO:0002479	biological_process	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	58	63	43	63	230
745	GO:1990718	cellular_component	axonemal central pair projection	58	60	34	60	219
746	GO:0098869	biological_process	cellular oxidant detoxification	58	69	43	69	252
747	GO:0071305	biological_process	cellular response to vitamin D	58	70	54	70	256
748	GO:0009235	biological_process	cobalamin metabolic process	58	66	45	66	241
749	GO:0090102	biological_process	cochlea development	58	66	47	66	241
750	GO:0070593	biological_process	dendrite self-avoidance	58	60	42	60	219
751	GO:0007566	biological_process	embryo implantation	58	75	62	75	274
752	GO:0032509	biological_process	endosome transport via multivesicular body sorting pathway	58	63	39	63	230
753	GO:0004303	molecular_function	estradiol 17-beta-dehydrogenase activity	58	72	41	72	263
754	GO:0008625	biological_process	extrinsic apoptotic signaling pathway via death domain receptors	58	62	40	62	227
755	GO:0009740	biological_process	gibberellic acid mediated signaling pathway	58	64	38	64	234
756	GO:0020015	cellular_component	glycosome	58	70	35	70	256
757	GO:0005229	molecular_function	intracellular calcium activated chloride channel activity	58	61	49	61	223
758	GO:0080030	molecular_function	methyl indole-3-acetate esterase activity	58	78	59	78	285
759	GO:0006851	biological_process	mitochondrial calcium ion transmembrane transport	58	78	65	78	285
760	GO:0005746	cellular_component	mitochondrial respirasome	58	71	43	71	260
761	GO:0033314	biological_process	mitotic DNA replication checkpoint	58	69	46	69	252
762	GO:0006474	biological_process	N-terminal protein amino acid acetylation	58	65	48	65	238
763	GO:0045926	biological_process	negative regulation of growth	58	64	44	64	234
764	GO:0017111	molecular_function	nucleoside-triphosphatase activity	58	72	54	72	263
765	GO:0015940	biological_process	pantothenate biosynthetic process	58	62	44	62	227
766	GO:0045793	biological_process	positive regulation of cell size	58	60	40	60	219
767	GO:0010030	biological_process	positive regulation of seed germination	58	72	43	72	263
768	GO:0060736	biological_process	prostate gland growth	58	75	59	75	274
769	GO:0006521	biological_process	regulation of cellular amino acid metabolic process	58	63	44	63	230
770	GO:0010880	biological_process	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	58	70	54	70	256
771	GO:0006409	biological_process	tRNA export from nucleus	58	66	48	66	241
772	GO:0006422	biological_process	aspartyl-tRNA aminoacylation	57	74	39	74	271
773	GO:0030428	cellular_component	cell septum	57	62	33	62	227
774	GO:0000469	biological_process	cleavage involved in rRNA processing	57	61	33	61	223
775	GO:0045162	biological_process	clustering of voltage-gated sodium channels	57	63	48	63	230
776	GO:0001227	molecular_function	DNA-binding transcription repressor activity, RNA polymerase II-specific	57	62	46	62	227
777	GO:0048194	biological_process	Golgi vesicle budding	57	61	42	61	223
778	GO:0004512	molecular_function	inositol-3-phosphate synthase activity	57	65	26	65	238
779	GO:0007229	biological_process	integrin-mediated signaling pathway	57	59	44	59	216
780	GO:0005828	cellular_component	kinetochore microtubule	57	66	41	66	241
781	GO:0016212	molecular_function	kynurenine-oxoglutarate transaminase activity	57	63	40	63	230
782	GO:0048527	biological_process	lateral root development	57	63	42	63	230
783	GO:0045668	biological_process	negative regulation of osteoblast differentiation	57	71	55	71	260
784	GO:0010923	biological_process	negative regulation of phosphatase activity	57	58	45	58	212
785	GO:0035840	cellular_component	old growing cell tip	57	62	45	62	227
786	GO:0008429	molecular_function	phosphatidylethanolamine binding	57	79	67	79	289
787	GO:0004641	molecular_function	phosphoribosylformylglycinamidine cyclo-ligase activity	57	101	73	101	369
788	GO:0048481	biological_process	plant ovule development	57	65	44	65	238
789	GO:0045943	biological_process	positive regulation of transcription by RNA polymerase I	57	61	46	61	223
790	GO:0010133	biological_process	proline catabolic process to glutamate	57	62	44	62	227
791	GO:0019856	biological_process	pyrimidine nucleobase biosynthetic process	57	80	57	80	293
792	GO:1903146	biological_process	regulation of autophagy of mitochondrion	57	61	42	61	223
793	GO:0010603	biological_process	regulation of cytoplasmic mRNA processing body assembly	57	68	53	68	249
794	GO:0030174	biological_process	regulation of DNA-dependent DNA replication initiation	57	61	41	61	223
795	GO:0010469	biological_process	regulation of signaling receptor activity	57	64	45	64	234
796	GO:0005890	cellular_component	sodium:potassium-exchanging ATPase complex	57	105	80	105	384
797	GO:0008135	molecular_function	translation factor activity, RNA binding	57	62	49	62	227
798	GO:0003977	molecular_function	UDP-N-acetylglucosamine diphosphorylase activity	57	66	42	66	241
799	GO:0006833	biological_process	water transport	57	65	44	65	238
800	GO:0030445	cellular_component	yeast-form cell wall	57	81	61	81	296
801	GO:0008692	molecular_function	3-hydroxybutyryl-CoA epimerase activity	56	108	58	108	395
802	GO:0003863	molecular_function	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	56	65	37	65	238
803	GO:0043420	biological_process	anthranilate metabolic process	56	70	52	70	256
804	GO:0016999	biological_process	antibiotic metabolic process	56	78	64	78	285
805	GO:0015085	molecular_function	calcium ion transmembrane transporter activity	56	65	44	65	238
806	GO:0030644	biological_process	cellular chloride ion homeostasis	56	64	47	64	234
807	GO:0004104	molecular_function	cholinesterase activity	56	75	66	75	274
808	GO:0051304	biological_process	chromosome separation	56	65	42	65	238
809	GO:0060996	biological_process	dendritic spine development	56	65	45	65	238
810	GO:0035469	biological_process	determination of pancreatic left/right asymmetry	56	69	56	69	252
811	GO:0005048	molecular_function	signal sequence binding	53	69	39	69	252
812	GO:0008310	molecular_function	single-stranded DNA 3-5 exodeoxyribonuclease activity	53	67	46	67	245
813	GO:0000390	biological_process	spliceosomal complex disassembly	53	68	46	68	249
814	GO:0042709	cellular_component	succinate-CoA ligase complex	53	70	45	70	256
815	GO:0001913	biological_process	T cell mediated cytotoxicity	53	66	44	66	241
816	GO:0032201	biological_process	telomere maintenance via semi-conservative replication	53	60	48	60	219
817	GO:0009888	biological_process	tissue development	53	54	38	54	197
818	GO:0006568	biological_process	tryptophan metabolic process	53	56	31	56	205
819	GO:0004834	molecular_function	tryptophan synthase activity	53	67	48	67	245
820	GO:0006011	biological_process	UDP-glucose metabolic process	53	77	47	77	282
821	GO:0030534	biological_process	adult behavior	52	71	51	71	260
822	GO:0003825	molecular_function	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	52	64	38	64	234
823	GO:0019882	biological_process	antigen processing and presentation	52	61	42	61	223
824	GO:0034040	molecular_function	ATPase-coupled lipid transmembrane transporter activity	52	59	36	59	216
825	GO:0030242	biological_process	autophagy of peroxisome	52	54	35	54	197
826	GO:0004117	molecular_function	calmodulin-dependent cyclic-nucleotide phosphodiesterase activity	52	63	44	63	230
827	GO:0071345	biological_process	cellular response to cytokine stimulus	52	66	47	66	241
828	GO:0035458	biological_process	cellular response to interferon-beta	52	57	46	57	208
829	GO:0033263	cellular_component	CORVET complex	52	55	36	55	201
830	GO:0000472	biological_process	endonucleolytic cleavage to generate mature 5-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	52	58	40	58	212
3525	GO:0030942	molecular_function	endoplasmic reticulum signal peptide binding	52	61	48	61	223
3526	GO:0140268	cellular_component	endoplasmic reticulum-plasma membrane contact site	52	76	69	76	278
3527	GO:0016631	molecular_function	enoyl-[acyl-carrier-protein] reductase activity	52	87	43	87	318
3528	GO:0008585	biological_process	female gonad development	52	56	37	56	205
3529	GO:0036180	biological_process	filamentous growth of a population of unicellular organisms in response to biotic stimulus	52	61	47	61	223
3530	GO:0046166	biological_process	glyceraldehyde-3-phosphate biosynthetic process	52	76	48	76	278
3531	GO:0050665	biological_process	hydrogen peroxide biosynthetic process	52	56	46	56	205
3532	GO:0070679	molecular_function	inositol 1,4,5 trisphosphate binding	52	70	56	70	256
3533	GO:0004455	molecular_function	ketol-acid reductoisomerase activity	52	58	33	58	212
3534	GO:0050693	molecular_function	LBD domain binding	52	67	51	67	245
3535	GO:0016509	molecular_function	long-chain-3-hydroxyacyl-CoA dehydrogenase activity	52	56	39	56	205
3536	GO:0003796	molecular_function	lysozyme activity	52	70	42	70	256
3537	GO:0044351	biological_process	macropinocytosis	52	56	36	56	205
3538	GO:0048496	biological_process	maintenance of animal organ identity	52	60	52	60	219
3539	GO:0016592	cellular_component	mediator complex	52	62	36	62	227
3540	GO:0070125	biological_process	mitochondrial translational elongation	52	62	34	62	227
3541	GO:0051256	biological_process	mitotic spindle midzone assembly	52	55	33	55	201
3542	GO:0050687	biological_process	negative regulation of defense response to virus	52	60	47	60	219
3543	GO:0046627	biological_process	negative regulation of insulin receptor signaling pathway	52	55	30	55	201
3544	GO:2000737	biological_process	negative regulation of stem cell differentiation	52	63	54	63	230
3545	GO:0005720	cellular_component	nuclear heterochromatin	52	53	29	53	194
3546	GO:0015949	biological_process	nucleobase-containing small molecule interconversion	52	56	35	56	205
3547	GO:0016584	biological_process	nucleosome positioning	52	67	48	67	245
3548	GO:0070262	biological_process	peptidyl-serine dephosphorylation	52	69	49	69	252
3549	GO:0004435	molecular_function	phosphatidylinositol phospholipase C activity	52	57	46	57	208
3550	GO:0090628	biological_process	plant epidermal cell fate specification	52	59	42	59	216
3551	GO:0009834	biological_process	plant-type secondary cell wall biogenesis	52	58	42	58	212
3552	GO:0045451	biological_process	pole plasm oskar mRNA localization	52	68	48	68	249
3553	GO:1990074	biological_process	polyuridylation-dependent mRNA catabolic process	52	64	51	64	234
3554	GO:1902993	biological_process	positive regulation of amyloid precursor protein catabolic process	52	67	51	67	245
3555	GO:0032755	biological_process	positive regulation of interleukin-6 production	52	59	49	59	216
3556	GO:0010918	biological_process	positive regulation of mitochondrial membrane potential	52	65	40	65	238
3557	GO:0045041	biological_process	protein import into mitochondrial intermembrane space	52	64	35	64	234
3558	GO:0042823	biological_process	pyridoxal phosphate biosynthetic process	52	66	40	66	241
3559	GO:2000249	biological_process	regulation of actin cytoskeleton reorganization	52	73	61	73	267
3560	GO:2000772	biological_process	regulation of cellular senescence	52	57	49	57	208
3561	GO:0003356	biological_process	regulation of cilium beat frequency	52	61	43	61	223
3562	GO:1900424	biological_process	regulation of defense response to bacterium	52	58	40	58	212
3563	GO:0008593	biological_process	regulation of Notch signaling pathway	52	58	45	58	212
3564	GO:0008428	molecular_function	ribonuclease inhibitor activity	52	59	42	59	216
3565	GO:0016246	biological_process	RNA interference	52	60	41	60	219
3566	GO:0090503	biological_process	RNA phosphodiester bond hydrolysis, exonucleolytic	52	59	50	59	216
3567	GO:0005787	cellular_component	signal peptidase complex	52	62	48	62	227
3568	GO:0015299	molecular_function	solute:proton antiporter activity	52	74	64	74	271
3569	GO:0005496	molecular_function	steroid binding	52	61	51	61	223
3570	GO:0045545	molecular_function	syndecan binding	52	64	52	64	234
3571	GO:0040040	biological_process	thermosensory behavior	52	70	60	70	256
3572	GO:0006567	biological_process	threonine catabolic process	52	57	40	57	208
3573	GO:0089701	cellular_component	U2AF	52	104	85	104	380
3574	GO:0004853	molecular_function	uroporphyrinogen decarboxylase activity	52	55	27	55	201
3575	GO:0006624	biological_process	vacuolar protein processing	52	89	61	89	325
3576	GO:0006573	biological_process	valine metabolic process	52	54	27	54	197
3577	GO:0008453	molecular_function	alanine-glyoxylate transaminase activity	51	58	33	58	212
3578	GO:0004072	molecular_function	aspartate kinase activity	51	65	48	65	238
3579	GO:0048854	biological_process	brain morphogenesis	51	71	55	71	260
3580	GO:0016339	biological_process	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	51	55	34	55	201
3581	GO:0055007	biological_process	cardiac muscle cell differentiation	51	61	46	61	223
3582	GO:0055008	biological_process	cardiac muscle tissue morphogenesis	51	59	44	59	216
3583	GO:0071365	biological_process	cellular response to auxin stimulus	51	64	50	64	234
3584	GO:0006672	biological_process	ceramide metabolic process	51	67	49	67	245
3585	GO:0000796	cellular_component	condensin complex	51	63	43	63	230
3586	GO:0004109	molecular_function	coproporphyrinogen oxidase activity	51	65	28	65	238
3587	GO:0015036	molecular_function	disulfide oxidoreductase activity	51	65	47	65	238
3588	GO:0006306	biological_process	DNA methylation	51	58	34	58	212
3589	GO:0005869	cellular_component	dynactin complex	51	56	33	56	205
3590	GO:0045156	molecular_function	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	51	55	21	55	201
3591	GO:0003143	biological_process	embryonic heart tube morphogenesis	51	67	59	67	245
3592	GO:0001935	biological_process	endothelial cell proliferation	51	72	58	72	263
3593	GO:0030600	molecular_function	feruloyl esterase activity	51	69	59	69	252
3594	GO:0060047	biological_process	heart contraction	51	58	41	58	212
3595	GO:0015929	molecular_function	hexosaminidase activity	51	81	69	81	296
3596	GO:0034380	biological_process	high-density lipoprotein particle assembly	51	56	37	56	205
3597	GO:0043559	molecular_function	insulin binding	51	59	44	59	216
3598	GO:0061836	cellular_component	intranuclear rod	51	61	34	61	223
3599	GO:0015662	molecular_function	ion transmembrane transporter activity, phosphorylative mechanism	51	57	37	57	208
3600	GO:0004824	molecular_function	lysine-tRNA ligase activity	51	64	33	64	234
3601	GO:0006430	biological_process	lysyl-tRNA aminoacylation	51	64	33	64	234
3602	GO:0031435	molecular_function	mitogen-activated protein kinase kinase kinase binding	51	53	32	53	194
3603	GO:0006312	biological_process	mitotic recombination	51	62	42	62	227
3604	GO:0036258	biological_process	multivesicular body assembly	51	58	36	58	212
3605	GO:0045159	molecular_function	myosin II binding	51	58	36	58	212
3606	GO:0032876	biological_process	negative regulation of DNA endoreduplication	51	70	52	70	256
3607	GO:0061351	biological_process	neural precursor cell proliferation	51	62	48	62	227
3608	GO:0018216	biological_process	peptidyl-arginine methylation	51	55	33	55	201
3609	GO:0035845	biological_process	photoreceptor cell outer segment organization	51	76	53	76	278
3610	GO:0034727	biological_process	piecemeal microautophagy of the nucleus	51	55	37	55	201
3611	GO:0009532	cellular_component	plastid stroma	51	53	22	53	194
3612	GO:0015846	biological_process	polyamine transport	51	61	48	61	223
3613	GO:2000147	biological_process	positive regulation of cell motility	51	63	40	63	230
3614	GO:0010595	biological_process	positive regulation of endothelial cell migration	51	53	30	53	194
3615	GO:0099092	cellular_component	postsynaptic density, intracellular component	51	70	52	70	256
3616	GO:0043495	molecular_function	protein membrane anchor	51	57	42	57	208
3617	GO:0018243	biological_process	protein O-linked glycosylation via threonine	51	58	45	58	212
3618	GO:0047402	molecular_function	protein-glucosylgalactosylhydroxylysine glucosidase activity	51	57	46	57	208
3619	GO:0040029	biological_process	regulation of gene expression, epigenetic	51	56	35	56	205
3620	GO:0010906	biological_process	regulation of glucose metabolic process	51	57	45	57	208
3621	GO:0010738	biological_process	regulation of protein kinase A signaling	51	57	44	57	208
3622	GO:0010029	biological_process	regulation of seed germination	51	59	42	59	216
3623	GO:0043330	biological_process	response to exogenous dsRNA	51	57	44	57	208
3624	GO:0055093	biological_process	response to hyperoxia	51	56	49	56	205
3625	GO:0010035	biological_process	response to inorganic substance	51	60	40	60	219
3626	GO:0043434	biological_process	response to peptide hormone	51	57	41	57	208
3627	GO:0070008	molecular_function	serine-type exopeptidase activity	51	62	40	62	227
3628	GO:0046900	biological_process	tetrahydrofolylpolyglutamate metabolic process	51	59	35	59	216
3629	GO:0038202	biological_process	TORC1 signaling	51	52	30	52	190
3630	GO:0048629	biological_process	trichome patterning	51	76	58	76	278
3631	GO:0017150	molecular_function	tRNA dihydrouridine synthase activity	51	61	39	61	223
3632	GO:0005460	molecular_function	UDP-glucose transmembrane transporter activity	51	58	45	58	212
3633	GO:0051764	biological_process	actin crosslink formation	50	50	28	50	183
3634	GO:0007193	biological_process	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	50	61	47	61	223
3635	GO:0035904	biological_process	aorta development	50	54	42	54	197
3636	GO:0042773	biological_process	ATP synthesis coupled electron transport	50	51	20	51	186
3637	GO:0008206	biological_process	bile acid metabolic process	50	69	34	69	252
3638	GO:0009063	biological_process	cellular amino acid catabolic process	50	55	33	55	201
3639	GO:0071474	biological_process	cellular hyperosmotic response	50	62	38	62	227
3640	GO:0043253	cellular_component	chloroplast ribosome	50	72	55	72	263
3641	GO:0042023	biological_process	DNA endoreduplication	50	59	43	59	216
3642	GO:0046843	biological_process	dorsal appendage formation	50	55	36	55	201
3643	GO:0004694	molecular_function	eukaryotic translation initiation factor 2alpha kinase activity	50	63	49	63	230
3644	GO:0016971	molecular_function	flavin-linked sulfhydryl oxidase activity	50	61	44	61	223
3645	GO:0097386	cellular_component	glial cell projection	50	54	39	54	197
3646	GO:0042973	molecular_function	glucan endo-1,3-beta-D-glucosidase activity	50	58	41	58	212
3647	GO:0005536	molecular_function	glucose binding	50	51	32	51	186
3648	GO:0015020	molecular_function	glucuronosyltransferase activity	50	70	53	70	256
3649	GO:0032794	molecular_function	GTPase activating protein binding	50	53	34	53	194
3650	GO:0019556	biological_process	histidine catabolic process to glutamate and formamide	50	66	39	66	241
3651	GO:0019557	biological_process	histidine catabolic process to glutamate and formate	50	66	39	66	241
3652	GO:0043985	biological_process	histone H4-R3 methylation	50	57	32	57	208
3653	GO:0042054	molecular_function	histone methyltransferase activity	50	62	44	62	227
3654	GO:0009090	biological_process	homoserine biosynthetic process	50	60	44	60	219
3655	GO:0032959	biological_process	inositol trisphosphate biosynthetic process	50	54	41	54	197
3656	GO:0070577	molecular_function	lysine-acetylated histone binding	50	52	35	52	190
3657	GO:0030117	cellular_component	membrane coat	50	58	41	58	212
3658	GO:1990542	biological_process	mitochondrial transmembrane transport	50	58	43	58	212
3659	GO:1903147	biological_process	negative regulation of autophagy of mitochondrion	50	50	41	50	183
3660	GO:0050771	biological_process	negative regulation of axonogenesis	50	55	37	55	201
3661	GO:0033137	biological_process	negative regulation of peptidyl-serine phosphorylation	50	62	50	62	227
3662	GO:0032897	biological_process	negative regulation of viral transcription	50	63	57	63	230
3663	GO:0021772	biological_process	olfactory bulb development	50	62	45	62	227
3664	GO:0030599	molecular_function	pectinesterase activity	50	57	22	57	208
3665	GO:0004597	molecular_function	peptide-aspartate beta-dioxygenase activity	50	58	42	58	212
3666	GO:0062101	molecular_function	peptidyl-aspartic acid 3-dioxygenase activity	50	58	42	58	212
3667	GO:0036289	biological_process	peptidyl-serine autophosphorylation	50	54	34	54	197
3668	GO:0004616	molecular_function	phosphogluconate dehydrogenase (decarboxylating) activity	50	64	36	64	234
3669	GO:0017128	molecular_function	phospholipid scramblase activity	50	59	48	59	216
3670	GO:0015203	molecular_function	polyamine transmembrane transporter activity	50	60	47	60	219
3671	GO:1900017	biological_process	positive regulation of cytokine production involved in inflammatory response	50	59	39	59	216
3672	GO:0051894	biological_process	positive regulation of focal adhesion assembly	50	54	35	54	197
3673	GO:0050847	biological_process	progesterone receptor signaling pathway	50	64	48	64	234
3674	GO:0072542	molecular_function	protein phosphatase activator activity	50	73	44	73	267
3675	GO:0018094	biological_process	protein polyglycylation	50	67	57	67	245
3676	GO:0000326	cellular_component	protein storage vacuole	50	52	30	52	190
3677	GO:0035241	molecular_function	protein-arginine omega-N monomethyltransferase activity	50	62	42	62	227
3678	GO:0009517	cellular_component	PSII associated light-harvesting complex II	50	57	25	57	208
3679	GO:0044030	biological_process	regulation of DNA methylation	50	57	36	57	208
3680	GO:1901879	biological_process	regulation of protein depolymerization	50	58	42	58	212
3681	GO:0070482	biological_process	response to oxygen levels	50	59	45	59	216
3682	GO:0046690	biological_process	response to tellurium ion	50	69	60	69	252
3683	GO:0042974	molecular_function	retinoic acid receptor binding	50	55	39	55	201
3684	GO:0008186	molecular_function	RNA-dependent ATPase activity	50	54	34	54	197
3685	GO:0008649	molecular_function	rRNA methyltransferase activity	50	65	38	65	238
3686	GO:0071526	biological_process	semaphorin-plexin signaling pathway	50	52	31	52	190
3687	GO:0005047	molecular_function	signal recognition particle binding	50	56	38	56	205
3688	GO:0072425	biological_process	signal transduction involved in G2 DNA damage checkpoint	50	54	37	54	197
3689	GO:0031267	molecular_function	small GTPase binding	50	51	31	51	186
3690	GO:0005272	molecular_function	sodium channel activity	50	61	58	61	223
3691	GO:0035579	cellular_component	specific granule membrane	50	64	52	64	234
3692	GO:0009337	cellular_component	sulfite reductase complex (NADPH)	50	75	51	75	274
3693	GO:0005215	molecular_function	transporter activity	50	55	37	55	201
3694	GO:0003983	molecular_function	UTP:glucose-1-phosphate uridylyltransferase activity	50	74	45	74	271
3695	GO:0010051	biological_process	xylem and phloem pattern formation	50	56	43	56	205
