	go	ontology	name	genes	transcripts	proteins	total	total_CPM
605	GO:0010025	biological_process	wax biosynthetic process	30	31	19	31	159.8177047
606	GO:0008775	molecular_function	acetate CoA-transferase activity	29	33	9	33	170.1285244
607	GO:0008154	biological_process	actin polymerization or depolymerization	29	31	25	31	159.8177047
608	GO:0099053	cellular_component	activating signal cointegrator 1 complex	29	31	23	31	159.8177047
609	GO:0051211	biological_process	anisotropic cell growth	29	32	15	32	164.9731145
610	GO:0070330	molecular_function	aromatase activity	29	33	23	33	170.1285244
611	GO:0003878	molecular_function	ATP citrate synthase activity	29	44	30	44	226.8380325
612	GO:0097545	cellular_component	axonemal outer doublet	29	37	31	37	190.7501637
613	GO:0071973	biological_process	bacterial-type flagellum-dependent cell motility	29	32	6	32	164.9731145
614	GO:0048667	biological_process	cell morphogenesis involved in neuron differentiation	29	30	19	30	154.6622949
615	GO:0009190	biological_process	cyclic nucleotide biosynthetic process	29	30	17	30	154.6622949
616	GO:0030330	biological_process	DNA damage response, signal transduction by p53 class mediator	29	29	18	29	149.506885
617	GO:0034448	cellular_component	EGO complex	29	34	23	34	175.2839342
618	GO:0032510	biological_process	endosome to lysosome transport via multivesicular body sorting pathway	29	30	18	30	154.6622949
619	GO:0009960	biological_process	endosperm development	29	33	20	33	170.1285244
620	GO:0042067	biological_process	establishment of ommatidial planar polarity	29	31	21	31	159.8177047
621	GO:0010458	biological_process	exit from mitosis	29	31	23	31	159.8177047
622	GO:0036170	biological_process	filamentous growth of a population of unicellular organisms in response to starvation	29	30	18	30	154.6622949
623	GO:0015741	biological_process	fumarate transport	29	32	15	32	164.9731145
624	GO:0004337	molecular_function	geranyltranstransferase activity	29	30	19	30	154.6622949
625	GO:0034775	biological_process	glutathione transmembrane transport	29	31	21	31	159.8177047
626	GO:0016570	biological_process	histone modification	29	29	21	29	149.506885
627	GO:0043522	molecular_function	leucine zipper domain binding	29	34	32	34	175.2839342
628	GO:0009103	biological_process	lipopolysaccharide biosynthetic process	29	30	22	30	154.6622949
629	GO:0015910	biological_process	long-chain fatty acid import into peroxisome	29	32	13	32	164.9731145
630	GO:0000212	biological_process	meiotic spindle organization	29	31	20	31	159.8177047
631	GO:0140021	biological_process	mitochondrial ADP transmembrane transport	29	42	17	42	216.5272128
632	GO:1990544	biological_process	mitochondrial ATP transmembrane transport	29	42	17	42	216.5272128
633	GO:0034457	cellular_component	Mpp10 complex	29	31	20	31	159.8177047
634	GO:0051481	biological_process	negative regulation of cytosolic calcium ion concentration	29	30	18	30	154.6622949
635	GO:0046826	biological_process	negative regulation of protein export from nucleus	29	30	16	30	154.6622949
636	GO:1903077	biological_process	negative regulation of protein localization to plasma membrane	29	36	29	36	185.5947539
637	GO:0015112	molecular_function	nitrate transmembrane transporter activity	29	31	20	31	159.8177047
638	GO:0097038	cellular_component	perinuclear endoplasmic reticulum	29	29	11	29	149.506885
639	GO:0030220	biological_process	platelet formation	29	29	24	29	149.506885
640	GO:1902255	biological_process	positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator	29	34	22	34	175.2839342
641	GO:1900245	biological_process	positive regulation of MDA-5 signaling pathway	29	31	21	31	159.8177047
642	GO:0010918	biological_process	positive regulation of mitochondrial membrane potential	29	38	22	38	195.9055735
643	GO:0002735	biological_process	positive regulation of myeloid dendritic cell cytokine production	29	33	26	33	170.1285244
644	GO:0032273	biological_process	positive regulation of protein polymerization	29	33	28	33	170.1285244
645	GO:0097623	biological_process	potassium ion export across plasma membrane	29	31	30	31	159.8177047
646	GO:0085020	biological_process	protein K6-linked ubiquitination	29	30	13	30	154.6622949
647	GO:0030091	biological_process	protein repair	29	31	19	31	159.8177047
648	GO:0009446	biological_process	putrescine biosynthetic process	29	30	18	30	154.6622949
649	GO:0050833	molecular_function	pyruvate transmembrane transporter activity	29	31	15	31	159.8177047
650	GO:0045765	biological_process	regulation of angiogenesis	29	33	26	33	170.1285244
651	GO:0043549	biological_process	regulation of kinase activity	29	34	27	34	175.2839342
652	GO:0010053	biological_process	root epidermal cell differentiation	29	31	20	31	159.8177047
653	GO:0006557	biological_process	S-adenosylmethioninamine biosynthetic process	29	30	13	30	154.6622949
654	GO:0005070	molecular_function	SH3/SH2 adaptor activity	29	32	28	32	164.9731145
655	GO:0048536	biological_process	spleen development	29	36	26	36	185.5947539
656	GO:0004777	molecular_function	succinate-semialdehyde dehydrogenase (NAD+) activity	29	29	13	29	149.506885
657	GO:0097550	cellular_component	transcriptional preinitiation complex	29	30	23	30	154.6622949
658	GO:1903241	biological_process	U2-type prespliceosome assembly	29	32	25	32	164.9731145
659	GO:0043181	biological_process	vacuolar sequestering	29	36	22	36	185.5947539
660	GO:0086059	molecular_function	voltage-gated calcium channel activity involved SA node cell action potential	29	33	33	33	170.1285244
661	GO:0017147	molecular_function	Wnt-protein binding	29	31	17	31	159.8177047
662	GO:1990961	biological_process	xenobiotic detoxification by transmembrane export across the plasma membrane	29	29	17	29	149.506885
663	GO:0015181	molecular_function	arginine transmembrane transporter activity	28	29	20	29	149.506885
664	GO:0030476	biological_process	ascospore wall assembly	28	31	21	31	159.8177047
665	GO:0044754	cellular_component	autolysosome	28	33	25	33	170.1285244
666	GO:0032870	biological_process	cellular response to hormone stimulus	28	29	22	29	149.506885
667	GO:0071479	biological_process	cellular response to ionizing radiation	28	32	22	32	164.9731145
668	GO:0051299	biological_process	centrosome separation	28	32	23	32	164.9731145
669	GO:1902476	biological_process	chloride transmembrane transport	28	32	24	32	164.9731145
670	GO:0009543	cellular_component	chloroplast thylakoid lumen	28	30	13	30	154.6622949
671	GO:0000941	cellular_component	condensed nuclear chromosome inner kinetochore	28	30	19	30	154.6622949
672	GO:0032590	cellular_component	dendrite membrane	28	31	28	31	159.8177047
673	GO:0097062	biological_process	dendritic spine maintenance	28	31	24	31	159.8177047
674	GO:0000737	biological_process	DNA catabolic process, endonucleolytic	28	28	23	28	144.3514752
675	GO:0009330	cellular_component	DNA topoisomerase complex (ATP-hydrolyzing)	28	30	23	30	154.6622949
676	GO:0004866	molecular_function	endopeptidase inhibitor activity	28	34	20	34	175.2839342
677	GO:0007164	biological_process	establishment of tissue polarity	28	40	34	40	206.2163932
678	GO:0016334	biological_process	establishment or maintenance of polarity of follicular epithelium	28	29	16	29	149.506885
679	GO:0004306	molecular_function	ethanolamine-phosphate cytidylyltransferase activity	28	29	18	29	149.506885
680	GO:0050577	molecular_function	GDP-L-fucose synthase activity	28	31	18	31	159.8177047
681	GO:0035195	biological_process	gene silencing by miRNA	28	30	20	30	154.6622949
682	GO:0046166	biological_process	glyceraldehyde-3-phosphate biosynthetic process	28	37	19	37	190.7501637
683	GO:0006784	biological_process	heme a biosynthetic process	28	30	19	30	154.6622949
684	GO:0043987	biological_process	histone H3-S10 phosphorylation	28	28	18	28	144.3514752
685	GO:0009755	biological_process	hormone-mediated signaling pathway	28	29	18	29	149.506885
686	GO:1902636	cellular_component	kinociliary basal body	28	29	15	29	149.506885
687	GO:0048790	biological_process	maintenance of presynaptic active zone structure	28	31	24	31	159.8177047
688	GO:0000001	biological_process	mitochondrion inheritance	28	28	13	28	144.3514752
689	GO:1990498	cellular_component	mitotic spindle microtubule	28	38	31	38	195.9055735
690	GO:0045159	molecular_function	myosin II binding	28	31	23	31	159.8177047
691	GO:1903206	biological_process	negative regulation of hydrogen peroxide-induced cell death	28	30	19	30	154.6622949
692	GO:0061428	biological_process	negative regulation of transcription from RNA polymerase II promoter in response to hypoxia	28	29	21	29	149.506885
693	GO:0042151	cellular_component	nematocyst	28	36	30	36	185.5947539
694	GO:0009225	biological_process	nucleotide-sugar metabolic process	28	30	21	30	154.6622949
695	GO:0046910	molecular_function	pectinesterase inhibitor activity	28	28	6	28	144.3514752
696	GO:0008113	molecular_function	peptide-methionine (S)-S-oxide reductase activity	28	30	16	30	154.6622949
697	GO:0036289	biological_process	peptidyl-serine autophosphorylation	28	29	20	29	149.506885
698	GO:0001845	biological_process	phagolysosome assembly	28	32	26	32	164.9731145
699	GO:0016849	molecular_function	phosphorus-oxygen lyase activity	28	29	17	29	149.506885
700	GO:0009538	cellular_component	photosystem I reaction center	28	28	9	28	144.3514752
701	GO:0040017	biological_process	positive regulation of locomotion	28	31	29	31	159.8177047
702	GO:1900273	biological_process	positive regulation of long-term synaptic potentiation	28	37	25	37	190.7501637
703	GO:1901741	biological_process	positive regulation of myoblast fusion	28	29	21	29	149.506885
704	GO:1904874	biological_process	positive regulation of telomerase RNA localization to Cajal body	28	28	14	28	144.3514752
705	GO:1901838	biological_process	positive regulation of transcription of nucleolar large rRNA by RNA polymerase I	28	29	20	29	149.506885
706	GO:0098839	cellular_component	postsynaptic density membrane	28	31	22	31	159.8177047
707	GO:2000145	biological_process	regulation of cell motility	28	32	25	32	164.9731145
708	GO:0043457	biological_process	regulation of cellular respiration	28	40	18	40	206.2163932
709	GO:0050767	biological_process	regulation of neurogenesis	28	29	20	29	149.506885
710	GO:0090364	biological_process	regulation of proteasome assembly	28	31	26	31	159.8177047
711	GO:0003014	biological_process	renal system process	28	53	36	53	273.236721
712	GO:0098783	biological_process	repair of mitotic merotelic kinetochore attachment defect	28	30	18	30	154.6622949
713	GO:0043279	biological_process	response to alkaloid	28	31	26	31	159.8177047
714	GO:0050826	biological_process	response to freezing	28	29	13	29	149.506885
715	GO:0055093	biological_process	response to hyperoxia	28	29	20	29	149.506885
716	GO:0035094	biological_process	response to nicotine	28	31	22	31	159.8177047
717	GO:0097066	biological_process	response to thyroid hormone	28	34	29	34	175.2839342
718	GO:0033353	biological_process	S-adenosylmethionine cycle	28	30	15	30	154.6622949
719	GO:0019789	molecular_function	SUMO transferase activity	28	35	21	35	180.439344
720	GO:0010970	biological_process	transport along microtubule	28	30	23	30	154.6622949
721	GO:0001682	biological_process	tRNA 5-leader removal	28	28	26	28	144.3514752
4687	GO:0002940	biological_process	tRNA N2-guanine methylation	28	29	20	29	149.506885
4688	GO:0002949	biological_process	tRNA threonylcarbamoyladenosine modification	28	28	20	28	144.3514752
4689	GO:0042760	biological_process	very long-chain fatty acid catabolic process	28	31	13	31	159.8177047
4690	GO:0008442	molecular_function	3-hydroxyisobutyrate dehydrogenase activity	27	28	13	28	144.3514752
4691	GO:0017057	molecular_function	6-phosphogluconolactonase activity	27	31	26	31	159.8177047
4692	GO:0004042	molecular_function	acetyl-CoA:L-glutamate N-acetyltransferase activity	27	34	24	34	175.2839342
4693	GO:0002253	biological_process	activation of immune response	27	47	35	47	242.304262
4694	GO:0006844	biological_process	acyl carnitine transport	27	28	16	28	144.3514752
4695	GO:0050528	molecular_function	acyloxyacyl hydrolase activity	27	32	17	32	164.9731145
4696	GO:0006168	biological_process	adenine salvage	27	36	25	36	185.5947539
4697	GO:0008179	molecular_function	adenylate cyclase binding	27	29	22	29	149.506885
4698	GO:0035973	biological_process	aggrephagy	27	29	23	29	149.506885
4699	GO:0006066	biological_process	alcohol metabolic process	27	42	28	42	216.5272128
4700	GO:0004034	molecular_function	aldose 1-epimerase activity	27	34	27	34	175.2839342
4701	GO:0004555	molecular_function	alpha,alpha-trehalase activity	27	34	24	34	175.2839342
4702	GO:0004040	molecular_function	amidase activity	27	30	18	30	154.6622949
4703	GO:0055081	biological_process	anion homeostasis	27	34	24	34	175.2839342
4704	GO:0019885	biological_process	antigen processing and presentation of endogenous peptide antigen via MHC class I	27	30	27	30	154.6622949
4705	GO:0019544	biological_process	arginine catabolic process to glutamate	27	28	16	28	144.3514752
4706	GO:0004066	molecular_function	asparagine synthase (glutamine-hydrolyzing) activity	27	30	12	30	154.6622949
4707	GO:0015127	molecular_function	bilirubin transmembrane transporter activity	27	29	17	29	149.506885
4708	GO:0001825	biological_process	blastocyst formation	27	27	20	27	139.1960654
4709	GO:0001835	biological_process	blastocyst hatching	27	28	17	28	144.3514752
4710	GO:0033094	molecular_function	butane-1,4-diamine:2-oxoglutarate aminotransferase activity	27	30	20	30	154.6622949
4711	GO:0098703	biological_process	calcium ion import across plasma membrane	27	29	18	29	149.506885
4712	GO:0048739	biological_process	cardiac muscle fiber development	27	28	24	28	144.3514752
4713	GO:0003231	biological_process	cardiac ventricle development	27	28	17	28	144.3514752
4714	GO:0072755	biological_process	cellular response to benomyl	27	29	18	29	149.506885
4715	GO:0071345	biological_process	cellular response to cytokine stimulus	27	30	21	30	154.6622949
4716	GO:1903351	biological_process	cellular response to dopamine	27	27	20	27	139.1960654
4717	GO:0042426	biological_process	choline catabolic process	27	31	24	31	159.8177047
4718	GO:0008812	molecular_function	choline dehydrogenase activity	27	39	32	39	201.0609833
4719	GO:0015871	biological_process	choline transport	27	27	20	27	139.1960654
4720	GO:0009346	cellular_component	citrate lyase complex	27	35	24	35	180.439344
4721	GO:0072318	biological_process	clathrin coat disassembly	27	28	21	28	144.3514752
4722	GO:0009870	biological_process	defense response signaling pathway, resistance gene-dependent	27	30	18	30	154.6622949
4723	GO:0006266	biological_process	DNA ligation	27	29	18	29	149.506885
4724	GO:0003691	molecular_function	double-stranded telomeric DNA binding	27	28	15	28	144.3514752
4725	GO:0032044	cellular_component	DSIF complex	27	30	29	30	154.6622949
4726	GO:0045153	molecular_function	electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity	27	30	17	30	154.6622949
4727	GO:0035987	biological_process	endodermal cell differentiation	27	31	23	31	159.8177047
4728	GO:0009649	biological_process	entrainment of circadian clock	27	31	22	31	159.8177047
4729	GO:0047879	molecular_function	erythronolide synthase activity	27	28	20	28	144.3514752
4730	GO:0000145	cellular_component	exocyst	27	27	22	27	139.1960654
4731	GO:0070382	cellular_component	exocytic vesicle	27	27	14	27	139.1960654
4732	GO:0097191	biological_process	extrinsic apoptotic signaling pathway	27	27	24	27	139.1960654
4733	GO:0045337	biological_process	farnesyl diphosphate biosynthetic process	27	28	21	28	144.3514752
4734	GO:0005534	molecular_function	galactose binding	27	30	21	30	154.6622949
4735	GO:0009686	biological_process	gibberellin biosynthetic process	27	34	28	34	175.2839342
4736	GO:0047100	molecular_function	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity	27	48	28	48	247.4596718
4737	GO:1990131	cellular_component	Gtr1-Gtr2 GTPase complex	27	32	21	32	164.9731145
4738	GO:1990026	cellular_component	hippocampal mossy fiber expansion	27	28	19	28	144.3514752
4739	GO:0098686	cellular_component	hippocampal mossy fiber to CA3 synapse	27	27	15	27	139.1960654
4740	GO:0035616	biological_process	histone H2B conserved C-terminal lysine deubiquitination	27	29	22	29	149.506885
4741	GO:0042447	biological_process	hormone catabolic process	27	31	27	31	159.8177047
4742	GO:0016811	molecular_function	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	27	30	24	30	154.6622949
4743	GO:0052716	molecular_function	hydroquinone:oxygen oxidoreductase activity	27	40	25	40	206.2163932
4744	GO:0003937	molecular_function	IMP cyclohydrolase activity	27	29	17	29	149.506885
4745	GO:0060119	biological_process	inner ear receptor cell development	27	29	26	29	149.506885
4746	GO:0008440	molecular_function	inositol-1,4,5-trisphosphate 3-kinase activity	27	28	20	28	144.3514752
4747	GO:0019288	biological_process	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	27	31	19	31	159.8177047
4748	GO:0044224	cellular_component	juxtaparanode region of axon	27	29	24	29	149.506885
4749	GO:0050900	biological_process	leukocyte migration	27	29	22	29	149.506885
4750	GO:0009104	biological_process	lipopolysaccharide catabolic process	27	32	17	32	164.9731145
4751	GO:0004476	molecular_function	mannose-6-phosphate isomerase activity	27	27	15	27	139.1960654
4752	GO:0009933	biological_process	meristem structural organization	27	33	18	33	170.1285244
4753	GO:0006850	biological_process	mitochondrial pyruvate transmembrane transport	27	29	14	29	149.506885
4754	GO:0051256	biological_process	mitotic spindle midzone assembly	27	29	20	29	149.506885
4755	GO:0016656	molecular_function	monodehydroascorbate reductase (NADH) activity	27	32	22	32	164.9731145
4756	GO:0031036	biological_process	myosin II filament assembly	27	30	20	30	154.6622949
4757	GO:1900458	biological_process	negative regulation of brassinosteroid mediated signaling pathway	27	29	19	29	149.506885
4758	GO:0090344	biological_process	negative regulation of cell aging	27	27	19	27	139.1960654
4759	GO:2000002	biological_process	negative regulation of DNA damage checkpoint	27	30	23	30	154.6622949
4760	GO:0090394	biological_process	negative regulation of excitatory postsynaptic potential	27	32	25	32	164.9731145
4761	GO:0045721	biological_process	negative regulation of gluconeogenesis	27	28	22	28	144.3514752
4762	GO:0045930	biological_process	negative regulation of mitotic cell cycle	27	29	21	29	149.506885
4763	GO:0032873	biological_process	negative regulation of stress-activated MAPK cascade	27	28	18	28	144.3514752
4764	GO:0034244	biological_process	negative regulation of transcription elongation from RNA polymerase II promoter	27	35	33	35	180.439344
4765	GO:0021675	biological_process	nerve development	27	29	24	29	149.506885
4766	GO:0019358	biological_process	nicotinate nucleotide salvage	27	30	15	30	154.6622949
4767	GO:0070478	biological_process	nuclear-transcribed mRNA catabolic process, 3-5 exonucleolytic nonsense-mediated decay	27	29	22	29	149.506885
4768	GO:0042766	biological_process	nucleosome mobilization	27	29	18	29	149.506885
4769	GO:0017077	molecular_function	oxidative phosphorylation uncoupler activity	27	31	19	31	159.8177047
4770	GO:0042301	molecular_function	phosphate ion binding	27	28	17	28	144.3514752
4771	GO:0015114	molecular_function	phosphate ion transmembrane transporter activity	27	30	16	30	154.6622949
4772	GO:0005942	cellular_component	phosphatidylinositol 3-kinase complex	27	28	22	28	144.3514752
4773	GO:1901981	molecular_function	phosphatidylinositol phosphate binding	27	29	21	29	149.506885
4774	GO:0052629	molecular_function	phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity	27	28	20	28	144.3514752
4775	GO:0004643	molecular_function	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	27	29	17	29	149.506885
4776	GO:0008187	molecular_function	poly-pyrimidine tract binding	27	36	34	36	185.5947539
4777	GO:0046592	molecular_function	polyamine oxidase activity	27	31	21	31	159.8177047
4778	GO:0045579	biological_process	positive regulation of B cell differentiation	27	28	21	28	144.3514752
4779	GO:0010753	biological_process	positive regulation of cGMP-mediated signaling	27	27	15	27	139.1960654
4780	GO:0031139	biological_process	positive regulation of conjugation with cellular fusion	27	29	13	29	149.506885
4781	GO:0040010	biological_process	positive regulation of growth rate	27	28	19	28	144.3514752
4782	GO:1905505	biological_process	positive regulation of motile cilium assembly	27	29	16	29	149.506885
4783	GO:2000379	biological_process	positive regulation of reactive oxygen species metabolic process	27	28	19	28	144.3514752
4784	GO:0045048	biological_process	protein insertion into ER membrane	27	30	17	30	154.6622949
4785	GO:0034503	biological_process	protein localization to nucleolar rDNA repeats	27	29	16	29	149.506885
4786	GO:0043539	molecular_function	protein serine/threonine kinase activator activity	27	27	15	27	139.1960654
4787	GO:0004719	molecular_function	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	27	31	17	31	159.8177047
4788	GO:1990635	cellular_component	proximal dendrite	27	33	26	33	170.1285244
4789	GO:1903146	biological_process	regulation of autophagy of mitochondrion	27	31	22	31	159.8177047
4790	GO:0086036	biological_process	regulation of cardiac muscle cell membrane potential	27	27	21	27	139.1960654
4791	GO:0032784	biological_process	regulation of DNA-templated transcription, elongation	27	27	23	27	139.1960654
4792	GO:2000696	biological_process	regulation of epithelial cell differentiation involved in kidney development	27	33	21	33	170.1285244
4793	GO:0045598	biological_process	regulation of fat cell differentiation	27	30	20	30	154.6622949
4794	GO:0035206	biological_process	regulation of hemocyte proliferation	27	38	27	38	195.9055735
4795	GO:0031440	biological_process	regulation of mRNA 3-end processing	27	29	19	29	149.506885
722	GO:0032889	biological_process	regulation of vacuole fusion, non-autophagic	27	28	19	28	144.3514752
723	GO:0010226	biological_process	response to lithium ion	27	31	22	31	159.8177047
724	GO:0009639	biological_process	response to red or far red light	27	30	21	30	154.6622949
725	GO:0007622	biological_process	rhythmic behavior	27	33	30	33	170.1285244
726	GO:0030867	cellular_component	rough endoplasmic reticulum membrane	27	29	17	29	149.506885
727	GO:0042134	molecular_function	rRNA primary transcript binding	27	27	17	27	139.1960654
728	GO:0004767	molecular_function	sphingomyelin phosphodiesterase activity	27	31	17	31	159.8177047
729	GO:0019948	molecular_function	SUMO activating enzyme activity	27	27	18	27	139.1960654
730	GO:0060074	biological_process	synapse maturation	27	27	22	27	139.1960654
731	GO:0006363	biological_process	termination of RNA polymerase I transcription	27	27	17	27	139.1960654
732	GO:0046966	molecular_function	thyroid hormone receptor binding	27	30	27	30	154.6622949
733	GO:0001741	cellular_component	XY body	27	28	15	28	144.3514752
734	GO:0010051	biological_process	xylem and phloem pattern formation	27	34	22	34	175.2839342
735	GO:0003858	molecular_function	3-hydroxybutyrate dehydrogenase activity	26	29	20	29	149.506885
736	GO:0032237	biological_process	activation of store-operated calcium channel activity	26	27	20	27	139.1960654
737	GO:0008595	biological_process	anterior/posterior axis specification, embryo	26	26	20	26	134.0406556
738	GO:0006527	biological_process	arginine catabolic process	26	26	11	26	134.0406556
739	GO:0031322	biological_process	ascospore-type prospore-specific spindle pole body remodeling	26	27	22	27	139.1960654
740	GO:0004067	molecular_function	asparaginase activity	26	26	14	26	134.0406556
741	GO:0019605	biological_process	butyrate metabolic process	26	33	19	33	170.1285244
742	GO:0097442	cellular_component	CA3 pyramidal cell dendrite	26	27	18	27	139.1960654
743	GO:0055074	biological_process	calcium ion homeostasis	26	26	17	26	134.0406556
744	GO:0071313	biological_process	cellular response to caffeine	26	26	21	26	134.0406556
745	GO:0099038	molecular_function	ceramide floppase activity	26	26	18	26	134.0406556
746	GO:0050910	biological_process	detection of mechanical stimulus involved in sensory perception of sound	26	28	23	28	144.3514752
747	GO:0075713	biological_process	establishment of integrated proviral latency	26	28	9	28	144.3514752
748	GO:0004308	molecular_function	exo-alpha-sialidase activity	26	29	28	29	149.506885
749	GO:0008290	cellular_component	F-actin capping protein complex	26	28	12	28	144.3514752
750	GO:0048256	molecular_function	flap endonuclease activity	26	29	25	29	149.506885
751	GO:0004347	molecular_function	glucose-6-phosphate isomerase activity	26	41	27	41	211.371803
752	GO:0008897	molecular_function	holo-[acyl-carrier-protein] synthase activity	26	29	21	29	149.506885
753	GO:0009090	biological_process	homoserine biosynthetic process	26	36	30	36	185.5947539
754	GO:1905861	biological_process	intranuclear rod assembly	26	28	17	28	144.3514752
755	GO:0048250	biological_process	iron import into the mitochondrion	26	29	19	29	149.506885
756	GO:0005290	molecular_function	L-histidine transmembrane transporter activity	26	32	28	32	164.9731145
757	GO:0030001	biological_process	metal ion transport	26	27	20	27	139.1960654
758	GO:0042136	biological_process	neurotransmitter biosynthetic process	26	29	24	29	149.506885
759	GO:0000112	cellular_component	nucleotide-excision repair factor 3 complex	26	27	19	27	139.1960654
760	GO:0060465	biological_process	pharynx development	26	30	19	30	154.6622949
761	GO:0051800	molecular_function	phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity	26	26	22	26	134.0406556
762	GO:0031520	cellular_component	plasma membrane of cell tip	26	31	22	31	159.8177047
763	GO:0015846	biological_process	polyamine transport	26	30	25	30	154.6622949
764	GO:0045760	biological_process	positive regulation of action potential	26	33	28	33	170.1285244
765	GO:2001137	biological_process	positive regulation of endocytic recycling	26	27	19	27	139.1960654
766	GO:0009967	biological_process	positive regulation of signal transduction	26	27	15	27	139.1960654
767	GO:0017006	biological_process	protein-tetrapyrrole linkage	26	26	14	26	134.0406556
768	GO:0097500	biological_process	receptor localization to non-motile cilium	26	28	18	28	144.3514752
769	GO:0060785	biological_process	regulation of apoptosis involved in tissue homeostasis	26	27	16	27	139.1960654
770	GO:0043609	biological_process	regulation of carbon utilization	26	26	12	26	134.0406556
771	GO:0043122	biological_process	regulation of I-kappaB kinase/NF-kappaB signaling	26	28	22	28	144.3514752
772	GO:0046626	biological_process	regulation of insulin receptor signaling pathway	26	27	17	27	139.1960654
773	GO:0045670	biological_process	regulation of osteoclast differentiation	26	28	17	28	144.3514752
774	GO:0002237	biological_process	response to molecule of bacterial origin	26	27	16	27	139.1960654
775	GO:0051409	biological_process	response to nitrosative stress	26	34	26	34	175.2839342
776	GO:0001054	molecular_function	RNA polymerase I activity	26	27	18	27	139.1960654
777	GO:0051123	biological_process	RNA polymerase II preinitiation complex assembly	26	26	16	26	134.0406556
778	GO:0043489	biological_process	RNA stabilization	26	27	21	27	139.1960654
779	GO:0120159	molecular_function	rRNA pseudouridine synthase activity	26	27	16	27	139.1960654
780	GO:0050278	molecular_function	sedoheptulose-bisphosphatase activity	26	30	13	30	154.6622949
781	GO:0007367	biological_process	segment polarity determination	26	27	16	27	139.1960654
782	GO:0007423	biological_process	sensory organ development	26	27	16	27	139.1960654
783	GO:0019991	biological_process	septate junction assembly	26	28	16	28	144.3514752
784	GO:0072425	biological_process	signal transduction involved in G2 DNA damage checkpoint	26	28	19	28	144.3514752
785	GO:0070822	cellular_component	Sin3-type complex	26	31	15	31	159.8177047
786	GO:0004766	molecular_function	spermidine synthase activity	26	29	18	29	149.506885
787	GO:0021537	biological_process	telencephalon development	26	28	23	28	144.3514752
788	GO:0070821	cellular_component	tertiary granule membrane	26	26	20	26	134.0406556
789	GO:0004799	molecular_function	thymidylate synthase activity	26	40	28	40	206.2163932
790	GO:0008063	biological_process	Toll signaling pathway	26	29	21	29	149.506885
791	GO:0072380	cellular_component	TRC complex	26	27	18	27	139.1960654
792	GO:0030622	molecular_function	U4atac snRNA binding	26	30	19	30	154.6622949
793	GO:0005690	cellular_component	U4atac snRNP	26	30	19	30	154.6622949
794	GO:0070072	biological_process	vacuolar proton-transporting V-type ATPase complex assembly	26	32	19	32	164.9731145
795	GO:0071987	molecular_function	WD40-repeat domain binding	26	27	21	27	139.1960654
796	GO:0019776	molecular_function	Atg8 ligase activity	25	26	15	26	134.0406556
797	GO:0051316	biological_process	attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation	25	27	16	27	139.1960654
798	GO:0003300	biological_process	cardiac muscle hypertrophy	25	26	21	26	134.0406556
799	GO:1901612	molecular_function	cardiolipin binding	25	33	24	33	170.1285244
800	GO:0070852	cellular_component	cell body fiber	25	27	18	27	139.1960654
801	GO:0071493	biological_process	cellular response to UV-B	25	27	19	27	139.1960654
802	GO:0004122	molecular_function	cystathionine beta-synthase activity	25	30	18	30	154.6622949
803	GO:0017050	molecular_function	D-erythro-sphingosine kinase activity	25	25	21	25	128.8852457
804	GO:0046061	biological_process	dATP catabolic process	25	30	28	30	154.6622949
805	GO:0006835	biological_process	dicarboxylic acid transport	25	35	21	35	180.439344
806	GO:0004146	molecular_function	dihydrofolate reductase activity	25	37	27	37	190.7501637
807	GO:0019348	biological_process	dolichol metabolic process	25	27	18	27	139.1960654
808	GO:0035640	biological_process	exploration behavior	25	29	25	29	149.506885
809	GO:0005835	cellular_component	fatty acid synthase complex	25	38	25	38	195.9055735
810	GO:0101003	cellular_component	ficolin-1-rich granule membrane	25	25	13	25	128.8852457
811	GO:0061700	cellular_component	GATOR2 complex	25	27	17	27	139.1960654
812	GO:0032472	biological_process	Golgi calcium ion transport	25	27	24	27	139.1960654
813	GO:0120110	biological_process	interphase mitotic telomere clustering	25	27	16	27	139.1960654
814	GO:0000741	biological_process	karyogamy	25	26	23	26	134.0406556
815	GO:0045703	molecular_function	ketoreductase activity	25	28	16	28	144.3514752
816	GO:0061459	molecular_function	L-arginine transmembrane transporter activity	25	31	28	31	159.8177047
817	GO:0005302	molecular_function	L-tyrosine transmembrane transporter activity	25	28	24	28	144.3514752
818	GO:0048571	biological_process	long-day photoperiodism	25	31	20	31	159.8177047
819	GO:0043412	biological_process	macromolecule modification	25	32	23	32	164.9731145
820	GO:0031037	biological_process	myosin II filament disassembly	25	28	22	28	144.3514752
821	GO:1903147	biological_process	negative regulation of autophagy of mitochondrion	25	29	24	29	149.506885
